modality,gene,cell_type,bla_mean,mpfc_mean,bla_frac,mpfc_frac,log2fc,frac_diff,bla_rank,mpfc_rank
MERFISH,Htr1d,Pvalb chandelier Gaba,0.35145720367698696,0.17181687428685433,0.30952380952380953,0.13186813186813187,0.991338741849229,0.17765567765567766,3,2
MERFISH,Htr1d,Sncg Gaba,0.05682105347820486,0.057977710839675546,0.0625,0.05994550408719346,-0.024759051814613627,0.0025544959128065425,4,5
MERFISH,Htr1d,Sst Gaba,0.5324614460281644,0.14013459289105828,0.4796747967479675,0.13803088803088803,1.8532641753026269,0.34164390871707945,1,1
MERFISH,Htr1d,Vip Gaba,0.034815683448576905,0.027950357250901555,0.039285714285714285,0.02847380410022779,0.23989023150581573,0.010811910185486495,6,6
MERFISH,Htr2a,Astro-TE NN,0.12326742835839431,0.23399250323204077,0.12609170305676856,0.21186774257036017,-0.8725126039554846,-0.08577603951359161,7,7
MERFISH,Htr2a,Lamp5 Gaba,2.1252685065450105,1.9685124093804847,0.9197080291970803,0.8525226390685641,0.11000138377809551,0.06718539012851621,2,2
MERFISH,Htr2a,Microglia NN,0.09432466944616866,0.20406235021557687,0.10566037735849057,0.19931565440547477,-1.036950724059607,-0.0936552770469842,8,8
MERFISH,Htr2a,Pvalb Gaba,2.3272539194687605,1.9444148247473934,0.9440993788819876,0.8712909441233141,0.2580777651713319,0.07280843475867349,1,1
MERFISH,Htr2a,Pvalb chandelier Gaba,1.3287970565995395,0.8501230608428998,0.7738095238095238,0.5274725274725275,0.638322293148517,0.24633699633699635,3,5
MERFISH,Htr2a,Sncg Gaba,0.46707032249414226,0.9185888936896064,0.4166666666666667,0.5940054495912807,-0.9608380835766542,-0.17733878292461397,5,4
MERFISH,Htr2a,Sst Gaba,1.4005997000257042,1.056686449622773,0.7235772357723578,0.6568532818532818,0.4031724769074199,0.06672395391907593,4,3
MERFISH,Htr2a,Vip Gaba,0.24714234759756054,0.690228774629639,0.225,0.5125284738041003,-1.4452591273290167,-0.2875284738041003,6,6
MERFISH,Htr3a,Astro-TE NN,0.10440550730489556,0.07428466941294116,0.10152838427947598,0.07321393426490848,0.4408143553944734,0.028314450014567505,7,7
MERFISH,Htr3a,Lamp5 Gaba,0.2644432284798127,0.6279283381215364,0.2116788321167883,0.4023285899094437,-1.2168866243177783,-0.1906497577926554,5,3
MERFISH,Htr3a,Microglia NN,0.05605548219465609,0.05051992612562027,0.06792452830188679,0.05474764756201882,0.12626807465415069,0.013176880739867974,8,8
MERFISH,Htr3a,Pvalb Gaba,0.21115010199928114,0.09110707234381861,0.2204968944099379,0.0978805394990366,1.1291419917189562,0.12261635491090128,4,6
MERFISH,Htr3a,Pvalb chandelier Gaba,0.17344669355964615,0.19576261499226574,0.19047619047619047,0.18681318681318682,-0.16561998108431394,0.00366300366300365,6,4
MERFISH,Htr3a,Sncg Gaba,2.8725790692553566,3.709434509880629,0.7638888888888888,0.8692098092643051,-0.367723113978504,-0.1053209203754163,2,1
MERFISH,Htr3a,Sst Gaba,0.4125193093798216,0.10879684608669346,0.3008130081300813,0.1138996138996139,1.8305207400796233,0.18691339423046743,3,5
MERFISH,Htr3a,Vip Gaba,2.46525009507164,2.3571601354026748,0.8642857142857143,0.8223234624145785,0.06441699414010693,0.04196225187113578,1,2
MERFISH,Htr7,Astro-TE NN,0.09364333086751726,0.0733405575020887,0.1064410480349345,0.0778390080692777,0.3145366303900377,0.0286020399656568,7,7
MERFISH,Htr7,Lamp5 Gaba,0.7651331613083641,0.2669450638079495,0.6277372262773723,0.26002587322121606,1.4848443499261959,0.3677113530561562,2,5
MERFISH,Htr7,Microglia NN,0.07327292109055887,0.06023848943391415,0.07924528301886792,0.06928999144568007,0.24558561419530528,0.00995529157318785,8,8
MERFISH,Htr7,Pvalb Gaba,0.49976916428740426,0.30205600139600997,0.4658385093167702,0.29441233140655104,0.7080391504413585,0.17142617791021914,4,3
MERFISH,Htr7,Pvalb chandelier Gaba,0.46140075165373373,0.24795226070483714,0.42857142857142855,0.25274725274725274,0.869849968595072,0.1758241758241758,6,6
MERFISH,Htr7,Sncg Gaba,0.5651627914931757,0.615153015034252,0.5069444444444444,0.4986376021798365,-0.12023900521585226,0.008306842264607928,3,1
MERFISH,Htr7,Sst Gaba,0.9393601312110584,0.30962754465522274,0.7018970189701897,0.2924710424710425,1.5705637231770726,0.40942597649914725,1,4
MERFISH,Htr7,Vip Gaba,0.5172676662414618,0.3695310954926655,0.44285714285714284,0.33029612756264237,0.47431743627792716,0.11256101529450047,5,2
MERFISH,Adra1a,Astro-TE NN,0.2743310102703976,0.39767058883095924,0.27510917030567683,0.3651840188939185,-0.5198324244920228,-0.09007484858824166,6,6
MERFISH,Adra1a,Lamp5 Gaba,0.9910379104831631,1.5795922579606314,0.708029197080292,0.8253557567917206,-0.6671601393677073,-0.11732655971142858,1,1
MERFISH,Adra1a,Microglia NN,0.07037361055591412,0.10759748327826366,0.0830188679245283,0.11719418306244654,-0.5490633877250436,-0.034175315137918244,8,8
MERFISH,Adra1a,Pvalb Gaba,0.8117671861806397,1.421282794836863,0.5838509316770186,0.8096339113680154,-0.80050712110843,-0.2257829796909968,2,2
MERFISH,Adra1a,Pvalb chandelier Gaba,0.10441826469112991,0.4724752654099314,0.11904761904761904,0.3516483516483517,-2.0761376138188,-0.23260073260073263,7,7
MERFISH,Adra1a,Sncg Gaba,0.36825489920632326,0.4933013152453909,0.3402777777777778,0.4196185286103542,-0.41206359940756326,-0.07934075083257641,4,4
MERFISH,Adra1a,Sst Gaba,0.6822102921209742,0.498360263397436,0.5203252032520326,0.41843629343629346,0.4453591276325423,0.10188890981573911,3,5
MERFISH,Adra1a,Vip Gaba,0.3614521737727506,0.5372008461108005,0.325,0.4202733485193622,-0.5588939920972433,-0.0952733485193622,5,3
MERFISH,Adra1b,Astro-TE NN,0.21532588429927657,0.4706583126195351,0.21670305676855894,0.400019681165125,-1.0929986316945712,-0.18331662439656604,7,7
MERFISH,Adra1b,Lamp5 Gaba,1.4148315884390879,2.0453350379248896,0.8832116788321168,0.9197930142302717,-0.5285821788455867,-0.03658133539815489,2,2
MERFISH,Adra1b,Microglia NN,0.08168433920378658,0.31026873846463954,0.09433962264150944,0.3011120615911035,-1.8045357528735952,-0.20677243894959405,8,8
MERFISH,Adra1b,Pvalb Gaba,0.29675003298290364,1.0928876821930007,0.2826086956521739,0.6647398843930635,-1.8461504705815486,-0.38213118874088964,4,4
MERFISH,Adra1b,Pvalb chandelier Gaba,0.27573722440629317,0.7800366955091449,0.2619047619047619,0.5384615384615384,-1.4672306693741615,-0.2765567765567765,5,6
MERFISH,Adra1b,Sncg Gaba,1.5118218925355555,2.2187110312719835,0.8055555555555556,0.8528610354223434,-0.5504100508101731,-0.04730547986678779,3,3
MERFISH,Adra1b,Sst Gaba,0.22943419693127745,0.9673361550811521,0.22493224932249323,0.6317567567567568,-2.029225644605174,-0.40682450743426357,6,5
MERFISH,Adra1b,Vip Gaba,2.177148983816311,2.8764652235920547,0.8892857142857142,0.9578587699316629,-0.40025234675174687,-0.06857305564594862,1,1
MERFISH,Drd1,Astro-TE NN,0.1296725863034405,0.15259234590324164,0.13482532751091703,0.14564062192481794,-0.219210454448018,-0.010815294413900917,7,7
MERFISH,Drd1,Lamp5 Gaba,0.8245554349792128,0.7798728262564423,0.5766423357664233,0.5523932729624839,0.07938749277658054,0.02424906280393946,3,3
MERFISH,Drd1,Microglia NN,0.0824214969088799,0.10451090976714042,0.09056603773584905,0.10521813515825491,-0.3091846928866206,-0.014652097422405863,8,8
MERFISH,Drd1,Pvalb Gaba,0.6825742576255265,1.662402744942984,0.4937888198757764,0.8377649325626204,-1.2718816464747014,-0.343976112686844,4,1
MERFISH,Drd1,Pvalb chandelier Gaba,1.2887117520781146,1.0430519384962815,0.8452380952380952,0.6263736263736264,0.3025046668867374,0.21886446886446886,1,2
MERFISH,Drd1,Sncg Gaba,0.5862252124407361,0.6990533082572513,0.3819444444444444,0.44686648501362397,-0.25003671313310705,-0.06492204056917955,5,5
MERFISH,Drd1,Sst Gaba,0.9470743431963919,0.605196339624418,0.5962059620596206,0.4691119691119691,0.6375840746998065,0.1270939929476515,2,4
MERFISH,Drd1,Vip Gaba,0.2998860604062746,0.5368226959263626,0.2892857142857143,0.39749430523917995,-0.8193352636936443,-0.10820859095346563,6,6
MERFISH,Drd2,Astro-TE NN,0.03458814052483467,0.03525294341936523,0.03766375545851528,0.03631174965557961,-0.021351597807550447,0.0013520058029356727,7,7
MERFISH,Drd2,Lamp5 Gaba,0.10718884625902299,0.22987873113291332,0.10948905109489052,0.16041397153945666,-1.033469982437069,-0.050924920444566146,4,4
MERFISH,Drd2,Microglia NN,0.013233530438435764,0.01872186876222932,0.01509433962264151,0.0213857998289136,-0.30594122511166155,-0.006291460206272092,8,8
MERFISH,Drd2,Pvalb Gaba,0.11300028859245147,0.21861321067626802,0.11180124223602485,0.16840077071290943,-0.8942470732196613,-0.056599528476884584,3,3
MERFISH,Drd2,Pvalb chandelier Gaba,0.08226927885355635,0.09169657915097222,0.09523809523809523,0.08791208791208792,-0.14034886471660996,0.007326007326007314,6,6
MERFISH,Drd2,Sncg Gaba,0.18821006743370086,0.44464377539645994,0.18055555555555555,0.2888283378746594,-1.197706359427771,-0.10827278231910384,2,2
MERFISH,Drd2,Sst Gaba,0.43788113477983187,0.5625594953973522,0.3224932249322493,0.3764478764478765,-0.35430971365096653,-0.05395465151562717,1,1
MERFISH,Drd2,Vip Gaba,0.10891827334751598,0.11996476280785763,0.1,0.11275626423690205,-0.12815009900024704,-0.012756264236902043,5,5
MERFISH,Drd3,Astro-TE NN,0.0953186610450625,0.06313269194504673,0.09716157205240175,0.06780161385554025,0.5261727127473188,0.029359958196861505,6,7
MERFISH,Drd3,Lamp5 Gaba,0.15879220141922923,0.11828142848290575,0.19708029197080293,0.12677878395860284,0.39593592564779045,0.07030150801220009,1,5
MERFISH,Drd3,Microglia NN,0.04618200382055241,0.032342640748420824,0.05660377358490566,0.03592814371257485,0.40799683387737773,0.020675629872330813,8,8
MERFISH,Drd3,Pvalb Gaba,0.15585375524070616,0.1347283109942076,0.17701863354037267,0.14682080924855492,0.19656451589897742,0.03019782429181775,3,3
MERFISH,Drd3,Pvalb chandelier Gaba,0.09452165498161162,0.16898612407444843,0.11904761904761904,0.14285714285714285,-0.7760458732921323,-0.023809523809523808,5,4
MERFISH,Drd3,Sncg Gaba,0.19558405494225947,0.1495789136327149,0.19444444444444445,0.16348773841961853,0.3654583437745938,0.03095670602482592,2,1
MERFISH,Drd3,Sst Gaba,0.1375198807600394,0.1460816002209034,0.14905149051490515,0.16312741312741313,-0.0813910795601251,-0.01407592261250798,4,2
MERFISH,Drd3,Vip Gaba,0.0864862010158797,0.07403212710596221,0.08928571428571429,0.0785876993166287,0.19938162640337306,0.010698014969085581,7,6
MERFISH,Drd5,Astro-TE NN,0.03470766361796955,0.06930917062668474,0.04148471615720524,0.07095060027553632,-0.826965542440418,-0.02946588411833108,7,7
MERFISH,Drd5,Lamp5 Gaba,0.12647063022586638,0.1530931539541989,0.15328467153284672,0.16429495472186287,-0.25710572144097055,-0.011010283189016146,3,5
MERFISH,Drd5,Microglia NN,0.02187753445046849,0.057412689396996376,0.026415094339622643,0.06159110350727117,-1.0804801327887767,-0.03517600916764853,8,8
MERFISH,Drd5,Pvalb Gaba,0.1333119015868097,0.19880715665217877,0.14906832298136646,0.1957610789980732,-0.54301273395416,-0.04669275601670675,5,2
MERFISH,Drd5,Pvalb chandelier Gaba,0.37431201635068406,0.1848906176266766,0.3333333333333333,0.17582417582417584,0.9796134476839269,0.15750915750915748,1,4
MERFISH,Drd5,Sncg Gaba,0.13887405683858373,0.18661065702861862,0.1527777777777778,0.1907356948228883,-0.4012491550168582,-0.037957917045110506,4,3
MERFISH,Drd5,Sst Gaba,0.13868378909999277,0.2566155286058946,0.16260162601626016,0.24662162162162163,-0.8425134505661914,-0.08401999560536147,2,1
MERFISH,Drd5,Vip Gaba,0.08844457204747669,0.13008613247011927,0.09642857142857143,0.12072892938496584,-0.5089305789498094,-0.024300357956394403,6,6
10x,Htr1a,Astro-TE NN,0.014668864158829677,0.018983966327009452,0.00219435736677116,0.0027485419320238654,-0.2325637443914398,-0.0005541845652527054,10,9
10x,Htr1a,Lamp5 Gaba,0.25651169528145695,0.3804382686048743,0.04718543046357616,0.0623680675494147,-0.5508956209565168,-0.015182637085838543,6,4
10x,Htr1a,Lamp5 Lhx6 Gaba,0.01692703156342183,0.046482271465295634,0.0029498525073746312,0.007712082262210797,-1.068742912671292,-0.0047622297548361656,8,8
10x,Htr1a,Microglia NN,0.019690347501622324,0.018480785504909863,0.0027579493835171967,0.002491572622013777,0.06000504238003013,0.0002663767615034198,9,10
10x,Htr1a,Pvalb Gaba,0.4134708184661206,0.15250319111706512,0.08041697691734921,0.027823577906018138,1.381794507329351,0.052593399011331074,4,7
10x,Htr1a,Pvalb chandelier Gaba,1.5915559406698563,1.3422286297872341,0.28708133971291866,0.22340425531914893,0.2441350930628958,0.06367708439376973,2,2
10x,Htr1a,Sncg Gaba,0.2934427978821363,0.33332317801794453,0.058011049723756904,0.05546492659053834,-0.1781426789428009,0.0025461231332185655,5,5
10x,Htr1a,Sst Chodl Gaba,4.5048856299107145,3.463198481578947,0.703125,0.5358851674641149,0.3784245839041558,0.16723983253588515,1,1
10x,Htr1a,Sst Gaba,1.5406247574932923,1.238729889791734,0.2656190111153699,0.2079421603539441,0.31238816021158694,0.057676850761425785,3,3
10x,Htr1a,Vip Gaba,0.24497737986544932,0.19546780525731722,0.04132628543969245,0.03010126231100014,0.3114569093261143,0.011225023128692314,7,6
10x,Htr1b,Astro-TE NN,0.03277777845872518,0.03643134310518201,0.004911180773249739,0.005161895823557016,-0.1182374516861514,-0.0002507150503072769,8,10
10x,Htr1b,Lamp5 Gaba,1.0303907350993378,0.7587943772788333,0.1870860927152318,0.12531184033774706,0.4364557671012809,0.06177425237748474,1,1
10x,Htr1b,Lamp5 Lhx6 Gaba,0.04130730398230088,0.058473275578406175,0.007374631268436578,0.010282776349614395,-0.4163768097642297,-0.002908145081177817,7,8
10x,Htr1b,Microglia NN,0.024166357754704736,0.04756094760369339,0.003244646333549643,0.00630221310274073,-0.7525138828438906,-0.003057566769191087,9,9
10x,Htr1b,Pvalb Gaba,0.7149577430379747,0.5054994670239077,0.1340282948622487,0.0898598516075845,0.49192596853739295,0.04416844325466421,2,3
10x,Htr1b,Pvalb chandelier Gaba,0.012616101674641148,0.05891114432624113,0.0023923444976076554,0.010638297872340425,-1.607387040589671,-0.00824595337473277,10,7
10x,Htr1b,Sncg Gaba,0.10193474576427256,0.07063377169657423,0.019337016574585635,0.011827079934747145,0.47320182229935315,0.0075099366398384895,6,6
10x,Htr1b,Sst Chodl Gaba,0.32476871718750006,0.5923237480861244,0.0625,0.11004784688995216,-0.8473744217793292,-0.04754784688995216,4,2
10x,Htr1b,Sst Gaba,0.5297605272518207,0.4215717430020503,0.09927175162897663,0.07283910650696018,0.32271906820979845,0.026432645122016443,3,4
10x,Htr1b,Vip Gaba,0.1774994788563191,0.08096268178665557,0.03027390677558866,0.012761825495907892,1.043539891829323,0.017512081279680767,5,5
10x,Htr1d,Astro-TE NN,0.0061038166300940435,0.0015431787758932761,0.0008881922675026123,0.00020111282429442916,0.4803620799060143,0.0006870794432081831,8,8
10x,Htr1d,Lamp5 Gaba,0.02477052491721854,0.006801187180963347,0.004966887417218543,0.0011514104778353484,1.0493016688242838,0.003815476939383195,5,6
10x,Htr1d,Lamp5 Lhx6 Gaba,0.0,0.0,0.0,0.0,0.0,0.0,10,10
10x,Htr1d,Microglia NN,0.0022170542829331604,0.0010634083247838195,0.0003244646333549643,0.0001465630954125751,0.14310056363919868,0.00017790153794238918,9,9
10x,Htr1d,Pvalb Gaba,0.5653020415487714,0.130014829286892,0.10871183916604617,0.023495465787304205,2.0387399555053847,0.08521637337874197,4,3
10x,Htr1d,Pvalb chandelier Gaba,1.0022622337320575,0.25566051205673757,0.18421052631578946,0.04609929078014184,1.929927373071757,0.13811123553564764,2,1
10x,Htr1d,Sncg Gaba,0.012126404880294659,0.008563007830342577,0.0027624309392265192,0.0016313213703099511,0.25333856526464943,0.001131109568916568,6,5
10x,Htr1d,Sst Chodl Gaba,1.2906212761160716,0.21802670167464114,0.23883928571428573,0.03827751196172249,2.51192625191421,0.20056177375256323,1,2
10x,Htr1d,Sst Gaba,0.8113715952472211,0.12094074912053525,0.1479494059026447,0.02136613790870832,2.6491209189439604,0.12658326799393638,3,4
10x,Htr1d,Vip Gaba,0.0049152794329649216,0.0070634453322236095,0.0009610764055742432,0.0011097239561659038,-0.1941179686648803,-0.0001486475505916606,7,7
10x,Htr1f,Astro-TE NN,0.7728568979362591,0.5518722113896896,0.11692789968652037,0.07950660320439766,0.47850656421048016,0.03742129648212271,9,9
10x,Htr1f,Lamp5 Gaba,4.368870112334437,4.259953404797544,0.5720198675496688,0.5359815774323546,0.03633832992469725,0.03603829011731419,3,3
10x,Htr1f,Lamp5 Lhx6 Gaba,2.222191096902655,2.362931173521851,0.33480825958702065,0.32904884318766064,-0.08820971506142276,0.005759416399360007,6,6
10x,Htr1f,Microglia NN,0.42141916304347826,0.3257161820753335,0.058403634003893576,0.04382236552835996,0.36184818144410497,0.014581268475533614,10,10
10x,Htr1f,Pvalb Gaba,2.892880884661206,3.605370345774938,0.4482501861504095,0.5232893652102226,-0.3166580649689723,-0.07503917905981311,4,4
10x,Htr1f,Pvalb chandelier Gaba,7.664997213636364,7.7996909875886535,0.937799043062201,0.9326241134751773,-0.025099238484747773,0.005174929587023702,1,1
10x,Htr1f,Sncg Gaba,1.016530541804788,1.109839221451876,0.19337016574585636,0.16924959216965743,-0.12551506345524246,0.024120573576198928,7,7
10x,Htr1f,Sst Chodl Gaba,3.7638106796875,3.778009477751196,0.5825892857142857,0.5574162679425837,-0.005417891248675319,0.025173017771702,2,2
10x,Htr1f,Sst Gaba,2.442270054580299,2.4787535082982624,0.4013031812955155,0.3787633538361929,-0.02130548606537476,0.022539827459322592,5,5
10x,Htr1f,Vip Gaba,0.9558666419509851,0.9766075456373977,0.16146083613647286,0.1377444860590928,-0.03065231254861035,0.023716350077380044,8,8
10x,Htr2a,Astro-TE NN,0.06868187016196448,0.09305334657102635,0.010240334378265412,0.013474559227726755,-0.3892882018972427,-0.0032342248494613424,10,10
10x,Htr2a,Lamp5 Gaba,5.069709220860927,4.432007479620035,0.7400662251655629,0.6161965073882172,0.1935340926357181,0.12386971777734568,2,1
10x,Htr2a,Lamp5 Lhx6 Gaba,4.524842352949853,3.524692252442159,0.6548672566371682,0.5141388174807198,0.3594677860466739,0.1407284391564484,3,3
10x,Htr2a,Microglia NN,0.09558939388384168,0.11782931216473692,0.013140817650876055,0.01582881430455811,-0.27575376650827177,-0.002687996653682056,9,9
10x,Htr2a,Pvalb Gaba,5.171582007967237,3.995216324154988,0.759493670886076,0.605111294311624,0.37151247415613864,0.15438237657445197,1,2
10x,Htr2a,Pvalb chandelier Gaba,2.8948206693779905,1.6709854528368793,0.45933014354066987,0.2695035460992908,0.7891418612285205,0.18982659744137909,5,6
10x,Htr2a,Sncg Gaba,1.0693059223756904,1.496010304486134,0.19705340699815838,0.24429037520391517,-0.48062779581905124,-0.04723696820575679,7,7
10x,Htr2a,Sst Chodl Gaba,1.778554921205357,1.9901769942583731,0.3125,0.3373205741626794,-0.1613332488305484,-0.02482057416267941,6,4
10x,Htr2a,Sst Gaba,3.3065169808738983,1.7714598817956189,0.5258719816021464,0.2789468004748031,0.8966089180612258,0.24692518112734335,4,5
10x,Htr2a,Vip Gaba,0.26593559481018736,0.37542015038146764,0.044209514656415184,0.054376473852129285,-0.48210042826116045,-0.010166959195714101,8,8
10x,Htr2b,Astro-TE NN,0.11210894167189134,0.21179952162633237,0.016927899686520375,0.02996581081986995,-0.8610874054931179,-0.013037911133349574,9,1
10x,Htr2b,Lamp5 Gaba,0.12726923899006623,0.10685876975628479,0.024834437086092714,0.019190174630589137,0.23224235819111513,0.005644262455503576,5,7
10x,Htr2b,Lamp5 Lhx6 Gaba,0.10232080368731564,0.15874855784061698,0.019174041297935103,0.02570694087403599,-0.5872500089662441,-0.0065328995761008875,8,4
10x,Htr2b,Microglia NN,0.046426575940947436,0.040818972328887586,0.006489292667099286,0.005422834530265279,0.15100760586166792,0.001066458136834007,10,10
10x,Htr2b,Pvalb Gaba,0.20124781898734176,0.11567581201566364,0.04244229337304542,0.02267106347897774,0.749229435877928,0.01977122989406768,2,5
10x,Htr2b,Pvalb chandelier Gaba,0.1168334418660287,0.12180743652482269,0.023923444976076555,0.02127659574468085,-0.055496581403647945,0.0026468492313957044,6,6
10x,Htr2b,Sncg Gaba,0.1538785396869245,0.09219418307504078,0.03222836095764273,0.017128874388254486,0.6813138622500061,0.01509948656938824,3,8
10x,Htr2b,Sst Chodl Gaba,0.138295434375,0.15447839784688996,0.029017857142857144,0.028708133971291867,-0.14942393498813106,0.0003097231715652772,4,2
10x,Htr2b,Sst Gaba,0.3989542491759295,0.1577065642063235,0.0770410118819471,0.028380274090860042,1.286000295410741,0.048660737791087066,1,3
10x,Htr2b,Vip Gaba,0.10881840206631427,0.0930861951449577,0.019702066314271984,0.014842557913718963,0.2049071454484849,0.0048595084005530215,7,9
10x,Htr2c,Astro-TE NN,0.39991208166144204,0.13249244369511295,0.05877742946708464,0.018904605483676343,1.5244290963954001,0.0398728239834083,9,8
10x,Htr2c,Lamp5 Gaba,2.195322713741722,0.9512749307426597,0.33278145695364236,0.14104778353483016,1.197968771514067,0.1917336734188122,7,5
10x,Htr2c,Lamp5 Lhx6 Gaba,2.9383227743362834,0.5406103781491003,0.40707964601769914,0.08226221079691516,2.4207907675378784,0.324817435220784,6,7
10x,Htr2c,Microglia NN,0.39327733877352367,0.12668769265718893,0.05386112913692408,0.016854755972446137,1.5608889904391516,0.03700637316447794,10,9
10x,Htr2c,Pvalb Gaba,5.95413320007446,1.6918956395094806,0.7408786299329858,0.24690849134377577,1.8091699049720111,0.49397013858921,3,3
10x,Htr2c,Pvalb chandelier Gaba,0.7840075205741627,0.09126633581560283,0.14354066985645933,0.014184397163120567,2.970998016515567,0.12935627269333877,8,10
10x,Htr2c,Sncg Gaba,8.742423326979743,7.040863169820554,0.9318600368324125,0.8409461663947798,0.3118826347105286,0.09091387043763266,1,1
10x,Htr2c,Sst Chodl Gaba,3.201633941964286,1.4742382327751196,0.4330357142857143,0.215311004784689,1.1135847903555534,0.2177247095010253,5,4
10x,Htr2c,Sst Gaba,4.046692044921426,0.6832148648429912,0.5438865465695669,0.09830581633754182,2.548929291455534,0.4455807302320251,4,6
10x,Htr2c,Vip Gaba,6.866993101489669,4.588850565501456,0.7693416626621816,0.561659037314468,0.5805045786648177,0.20768262534771365,2,2
10x,Htr3a,Astro-TE NN,0.010686407831765936,0.016127564838774554,0.001619644723092999,0.002279278675336864,-0.3368895229600379,-0.0006596339522438651,9,8
10x,Htr3a,Lamp5 Gaba,0.3258746389072848,0.692483375494147,0.056291390728476824,0.10439454999040491,-1.0645412186490666,-0.04810315926192809,3,3
10x,Htr3a,Lamp5 Lhx6 Gaba,0.027725811061946902,0.012000248071979434,0.004424778761061947,0.002570694087403599,0.7780321258985584,0.001854084673658348,8,6
10x,Htr3a,Microglia NN,0.008368894516547697,0.007626278411256046,0.0011356262167423752,0.0010259416678880258,0.059536906149023204,0.00010968454885434942,10,9
10x,Htr3a,Pvalb Gaba,0.04986821600893522,0.025048738437757623,0.00967982129560685,0.004122011541632316,0.7724277644733015,0.005557809753974533,6,4
10x,Htr3a,Pvalb chandelier Gaba,0.024710918660287084,0.0,0.004784688995215311,0.0,1.7953895480850826,0.004784688995215311,7,10
10x,Htr3a,Sncg Gaba,6.438259751289134,6.143070126141925,0.8103130755064457,0.768352365415987,0.0676034253005088,0.041960710090458764,1,1
10x,Htr3a,Sst Chodl Gaba,0.09239587700892858,0.013484882775119618,0.017857142857142856,0.0023923444976076554,2.124353328585908,0.0154647983595352,5,7
10x,Htr3a,Sst Gaba,0.12762029057110003,0.02089690018344664,0.022997316979685704,0.00356102298478472,2.1551591868025586,0.019436293994900985,4,5
10x,Htr3a,Vip Gaba,4.165733777558866,2.8382206089332778,0.565112926477655,0.377444860590928,0.5519688417442794,0.18766806588672696,2,2
10x,Htr3b,Astro-TE NN,0.0010543400835945663,0.0008540634577998257,0.00015673981191222572,0.00013407521619628613,0.02637765397554739,2.266459571593959e-05,6,6
10x,Htr3b,Lamp5 Gaba,0.01611706672185431,0.03456604185377087,0.0033112582781456954,0.005948954135482633,-0.7709519602373358,-0.002637695857336938,3,2
10x,Htr3b,Lamp5 Lhx6 Gaba,0.009777828908554572,0.0,0.0014749262536873156,0.0,0.9838840643794472,0.0014749262536873156,4,8
10x,Htr3b,Microglia NN,0.0,0.0,0.0,0.0,0.0,0.0,8,8
10x,Htr3b,Pvalb Gaba,0.0,0.0020422503297609232,0.0,0.00041220115416323167,-0.2681050130467742,-0.00041220115416323167,8,5
10x,Htr3b,Pvalb chandelier Gaba,0.0,0.0,0.0,0.0,0.0,0.0,8,8
10x,Htr3b,Sncg Gaba,0.20496248535911601,0.12760193613376836,0.0423572744014733,0.022838499184339316,0.6435841370675162,0.019518775217133983,1,1
10x,Htr3b,Sst Chodl Gaba,0.0,0.0,0.0,0.0,0.0,0.0,8,8
10x,Htr3b,Sst Gaba,0.006133880452280568,0.003000039775547642,0.0011498658489842851,0.0005395489370885939,0.31157743370184837,0.0006103169118956912,5,4
10x,Htr3b,Vip Gaba,0.06668450365209035,0.020382747995561102,0.012013455069678039,0.003051740879456235,1.3356827068119919,0.008961714190221803,2,3
10x,Htr4,Astro-TE NN,0.03375731699582027,0.027879287303077028,0.005067920585161964,0.00395521887779044,0.2081150943695229,0.001112701707371524,9,9
10x,Htr4,Lamp5 Gaba,2.067458128228477,0.7794473618115525,0.3352649006622517,0.12339282287468815,1.395904419901357,0.2118720777875635,2,3
10x,Htr4,Lamp5 Lhx6 Gaba,0.8367841635693215,0.10701445115681234,0.12831858407079647,0.017994858611825194,2.8553075764589484,0.11032372545897128,6,8
10x,Htr4,Microglia NN,0.03087518689162881,0.02635361600469002,0.004218040233614536,0.003517514289901803,0.1691264543838123,0.000700525943712733,10,10
10x,Htr4,Pvalb Gaba,1.118344518540581,1.1855825212695796,0.18912881608339538,0.19229183841714756,-0.08350607641522742,-0.00316302233375218,5,2
10x,Htr4,Pvalb chandelier Gaba,0.3165319480861244,0.1691145925531915,0.05980861244019139,0.028368794326241134,0.8663412736648652,0.03143981811395025,8,7
10x,Htr4,Sncg Gaba,1.2015936373848988,0.6734998442903752,0.20902394106813996,0.10603588907014681,0.8258929927543999,0.10298805199799314,3,4
10x,Htr4,Sst Chodl Gaba,0.3871074082589286,0.22147543684210527,0.06473214285714286,0.03827751196172249,0.7786701662505828,0.026454630895420377,7,6
10x,Htr4,Sst Gaba,1.1102866974702952,0.35666078432070786,0.19011115369873516,0.06096902989101111,1.6113501079032653,0.12914212380772405,4,5
10x,Htr4,Vip Gaba,3.7953650121576166,3.5059378975447357,0.5266698702546853,0.4680260785129699,0.11412525605887891,0.058643791741715356,1,1
10x,Htr5a,Astro-TE NN,0.010708321421107628,0.018345947985519875,0.001619644723092999,0.0026144667158275793,-0.45293190256407595,-0.0009948219927345802,10,10
10x,Htr5a,Lamp5 Gaba,1.3460627610099338,0.8590408225292651,0.25,0.1473805411629246,0.6419280972838718,0.1026194588370754,2,2
10x,Htr5a,Lamp5 Lhx6 Gaba,0.7728874045722713,0.48698386632390744,0.140117994100295,0.08226221079691516,0.65560581491983,0.05785578330337983,8,7
