structure,Htr1b,Htr1d,Htr2a,Htr3a,Htr7,Adra1a,Adra1b,Drd1,Drd2,Drd3,Drd5
LC,0.15686361495127493,0.8005568068083132,-0.06603886940417789,-0.6557075971477547,0.017903951455283854,-0.048645923369046766,0.3033377628966599,0.616920732572332,0.4001095568338523,0.49633414454187835,0.6161010978434043
SLC,-0.3473928963847313,0.4502788280357004,-0.6846755833939383,0.05242595115093943,-0.30427360440702184,-0.7049655730039204,-0.7228945958125184,-1.233818578076848,-1.3720861636610673,-0.016889760340456177,-1.3154113968989485
B,0.9933867838758009,0.05533961274241795,-0.6125869610448442,-1.7282690312999915,0.2376924277115464,0.9956228862356742,0.19816644597008712,0.31182755132718426,0.8725849248736406,-0.5658100939901424,-0.1017065301896637
PB,-0.06031115602649579,0.19100124136613936,-0.2335202962608814,-0.10778621204446648,-0.07240353366258544,-0.04650293642969277,0.08847538955142834,0.21216328866936368,0.006070502951127027,-0.3384244440397336,0.2563129604385964
LDT,0.11835157274065138,-0.06332927227356945,0.40968672404918427,0.013398384651901959,0.03332195189529966,0.579271237239265,0.03498414868233273,-0.3881871994684038,0.36910250110447,-0.432751982565452,-0.5958968440033021
DTN,0.4002545947697197,-1.1410935968201343,0.8109946736665467,0.890590910984069,-0.21410175188671296,-1.0575527876958082,-0.7383649130685959,-0.7890412027161446,0.09165082647757378,1.532055495764787,-0.9090202928392145
NI,-0.05109906351470426,-1.2190708126614913,0.08707968642785331,0.13985063789356952,0.27186000866809135,0.22333632796506658,-0.023165509988939743,-0.5151191688383205,-0.49631960951234794,0.25349395678595615,-0.5716064470109324
PDTg,-0.580848369702299,-1.338005347740662,0.4011343386843733,-1.1722775644522083,0.5441141702257277,0.11141945101783957,-0.28735905729146144,-0.9083385792699064,-0.5915876398360966,-0.23897085326682452,-1.2176783221861829
SLD,-0.004252831877846543,0.16946860743871064,-0.20881573318301824,-0.2655160007210472,0.6420146093922395,-0.2779651832900892,-0.1401901810922626,-0.6006389633548561,-0.5735774821428502,0.14616496646510774,-0.7456340323092134
